ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2016/05/05 18:23:45"
"Settings=C:\Documents and Settings\GenePix\Desktop\Lab 3044\Margreet\Block setttings\3x8-22x18 HMO 3rd-3.gps"
"GalFile="
"PixelSize=5"
"Wavelengths=635"
"ImageFiles=C:\Documents and Settings\GenePix\Desktop\Lab 3044\Anthony\05_04_2016\10087926_gain 400.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/#2)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=45, 0"
"JpegOrigin=45, 715"
"Creator=GenePix Pro 7.2.29.002"
"Scanner=GenePix 4000B [86761]"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=400"
"ScanPower=100"
"LaserPower=3.32"
"Filters=<Empty>"
"ScanRegion=9,0,4400,14300"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Total Intensity"	"SNR 635"	"Ratio of Medians (635/#2)"	"Ratio of Means (635/#2)"	"Median of Ratios (635/#2)"	"Mean of Ratios (635/#2)"	"Ratios SD (635/#2)"	"Rgn Ratio (635/#2)"	"Rgn R2 (635/#2)"	"Log Ratio (635/#2)"	"F635 Median - B635"	"F635 Mean - B635"	"Sum of Medians (635/#2)"	"Sum of Means (635/#2)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
0	0	0	10	6	17	""	""	1610	32320	200	26	32	23	71	24	24	24	4	16	28	17	0	41124	2.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	8	2	8	1272	3908	100	3858
0	0	0	10	7	17	""	""	1870	32320	200	26	31	16	51	25	25	25	6	24	22	16	0	39556	1.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	6	1	6	1272	3908	100	3859
0	0	0	10	8	17	""	""	2130	32320	200	26	33	20	60	25	25	25	6	24	24	16	0	41870	1.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	8	1	8	1272	3908	100	3860
0	0	0	10	9	17	""	""	2390	32320	200	26	35	23	65	25	25	25	5	20	27	18	0	44022	2.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	10	1	10	1272	3908	100	3861
0	0	0	10	10	17	""	""	2650	32320	200	27	34	23	67	25	25	25	8	32	21	16	0	43812	1.125	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	9	2	9	1272	3908	100	3862
0	0	0	10	11	17	""	""	2910	32320	200	27	34	25	73	25	25	25	7	28	22	15	0	43831	1.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	9	2	9	1272	3908	100	3863
0	0	0	10	12	17	""	""	3170	32320	200	27	32	19	59	26	26	26	5	19	22	15	0	41226	1.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	6	1	6	1272	3908	100	3864
0	0	0	10	13	17	""	""	3430	32320	200	27	30	10	33	26	26	26	5	19	24	13	0	38020	0.800	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	4	1	4	1272	3908	100	3865
0	0	0	10	14	17	""	""	3690	32320	200	28	32	13	40	27	27	27	5	18	28	17	0	41150	1.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	5	1	5	1272	3908	100	3866
0	0	0	10	15	17	""	""	3950	32320	200	29	36	20	55	27	27	27	5	18	35	20	0	45825	1.800	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	9	2	9	1272	3873	100	3867
0	0	0	10	16	17	""	""	4210	32320	200	30	38	22	57	27	27	27	5	18	36	19	0	47808	2.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	11	3	11	1272	3893	100	3868
0	0	0	10	17	17	""	""	4470	32320	200	29	35	20	57	28	28	28	5	17	30	17	0	44881	1.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	7	1	7	1272	3905	100	3869
0	0	0	10	18	17	""	""	4730	32320	200	29	34	16	47	28	28	28	5	17	28	16	0	43020	1.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	6	1	6	1272	4520	100	3870
0	0	0	10	1	18	""	""	310	32580	200	27	48	53	110	26	26	26	11	42	19	17	0	60678	2.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	22	1	22	1272	4520	100	3871
0	0	0	10	2	18	""	""	570	32580	200	26	46	49	106	25	25	25	4	16	29	21	0	58609	5.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	21	1	21	1272	3908	100	3872
0	0	0	10	3	18	""	""	830	32580	200	25	39	34	87	24	24	24	4	16	28	20	0	49715	3.750	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	15	1	15	1272	4150	100	3873
0	0	0	10	4	18	""	""	1120	32570	200	26	40	36	90	24	24	24	4	16	30	22	0	50908	4.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	16	2	16	1272	3851	100	3874
0	0	0	10	5	18	""	""	1350	32580	200	26	40	37	92	24	24	24	4	16	29	20	0	50848	4.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	16	2	16	1272	3650	100	3875
0	0	0	10	6	18	""	""	1610	32580	200	26	42	42	100	25	25	24	5	20	24	18	0	53072	3.600	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	17	1	17	1272	3908	100	3876
0	0	0	10	7	18	""	""	1870	32580	200	26	30	12	40	25	25	25	6	24	23	16	0	38224	0.833	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	5	1	5	1272	3908	100	3877
0	0	0	10	8	18	""	""	2130	32580	200	26	30	12	40	25	25	25	6	24	24	17	0	37800	0.833	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	5	1	5	1272	3908	100	3878
0	0	0	10	9	18	""	""	2390	32580	200	27	35	20	57	26	26	26	6	23	26	19	0	43951	1.500	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	9	1	9	1272	3908	100	3879
0	0	0	10	10	18	""	""	2650	32580	200	27	35	22	62	26	26	26	7	26	22	17	0	44103	1.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	9	1	9	1272	3908	100	3880
0	0	0	10	11	18	""	""	2910	32580	200	27	36	24	66	26	26	26	5	19	26	18	0	45717	2.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	10	1	10	1272	3908	100	3881
0	0	0	10	12	18	""	""	3170	32580	200	27	29	7	24	26	26	26	5	19	24	13	0	36776	0.600	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	3908	100	3882
0	0	0	10	13	18	""	""	3430	32580	200	28	32	14	43	26	26	26	5	19	28	15	0	40451	1.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	6	2	6	1272	3908	100	3883
0	0	0	10	14	18	""	""	3690	32580	200	28	30	9	30	27	27	27	5	18	26	14	0	38058	0.600	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	4072	100	3884
0	0	0	10	15	18	""	""	3970	32575	200	28	31	11	35	27	27	27	5	18	28	15	0	39364	0.800	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	4	1	4	1272	3891	100	3885
0	0	0	10	16	18	""	""	4210	32580	200	28	32	14	43	27	27	27	5	18	27	16	0	41082	1.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	5	1	5	1272	3736	100	3886
0	0	0	10	17	18	""	""	4470	32580	200	29	34	20	58	27	27	27	6	22	26	15	0	43402	1.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	7	2	7	1272	3908	100	3887
0	0	0	10	18	18	""	""	4730	32580	200	28	32	14	43	27	27	27	5	18	29	15	0	41263	1.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	5	1	5	1272	4520	100	3888
0	0	0	10	1	19	""	""	310	32840	200	27	28	8	28	26	26	27	18	66	4	0	0	35797	0.056	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4520	100	3889
0	0	0	10	2	19	""	""	570	32840	200	26	27	6	22	25	25	25	4	16	23	12	0	34372	0.500	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	3890
0	0	0	10	3	19	""	""	830	32840	200	26	28	9	32	25	25	25	7	28	17	7	0	35101	0.429	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	3908	100	3891
0	0	0	10	4	19	""	""	1090	32840	200	26	27	7	25	25	25	25	8	32	12	4	0	34163	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4005	100	3892
0	0	0	10	5	19	""	""	1350	32840	200	26	27	7	25	25	25	25	4	16	25	12	0	34405	0.500	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3900	100	3893
0	0	0	10	6	19	""	""	1610	32840	200	26	28	15	53	25	25	25	5	20	20	10	0	36034	0.600	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	3908	100	3894
0	0	0	10	7	19	""	""	1870	32840	200	27	35	21	60	25	25	25	4	16	34	22	0	44173	2.500	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	10	2	10	1272	3908	100	3895
0	0	0	10	8	19	""	""	2130	32840	200	27	42	37	88	25	25	25	5	20	33	22	0	53188	3.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	17	2	17	1272	3908	100	3896
0	0	0	10	9	19	""	""	2390	32840	200	27	35	24	68	26	26	26	6	23	29	19	0	43944	1.500	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	9	1	9	1272	3908	100	3897
0	0	0	10	10	19	""	""	2650	32840	200	27	31	13	41	26	26	26	6	23	21	15	0	38910	0.833	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	5	1	5	1272	3908	100	3898
0	0	0	10	11	19	""	""	2910	32840	200	26	30	13	43	26	26	26	4	15	25	17	0	38599	1.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	4	0	4	1272	3908	100	3899
0	0	0	10	12	19	""	""	3170	32840	200	26	30	12	40	26	26	26	4	15	27	16	0	38178	1.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	4	0	4	1272	3908	100	3900
0	0	0	10	13	19	""	""	3430	32840	200	27	30	12	40	26	26	26	4	15	28	16	0	37867	1.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	4	1	4	1272	3908	100	3901
0	0	0	10	14	19	""	""	3690	32840	200	28	34	21	61	26	26	26	4	15	32	19	0	43762	2.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	8	2	8	1272	3908	100	3902
0	0	0	10	15	19	""	""	3950	32840	200	28	33	17	51	26	26	27	5	18	28	17	0	42108	1.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	7	2	7	1272	3957	100	3903
0	0	0	10	16	19	""	""	4210	32840	200	28	36	24	66	27	27	27	5	18	29	17	0	46017	1.800	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	9	1	9	1272	3905	100	3904
0	0	0	10	17	19	""	""	4470	32840	200	28	37	25	67	27	27	27	6	22	25	16	0	46731	1.667	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	10	1	10	1272	3908	100	3905
0	0	0	10	18	19	""	""	4730	32840	200	29	36	25	69	27	27	27	5	18	28	16	0	46296	1.800	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	9	2	9	1272	4520	100	3906
0	0	0	10	1	20	""	""	310	33100	200	27	27	5	18	26	26	27	18	66	0	0	0	34082	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4520	100	3907
0	0	0	10	2	20	""	""	570	33100	200	26	28	43	153	26	26	25	5	20	9	2	0	36166	0.600	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	1272	3908	100	3908
0	0	0	10	3	20	""	""	830	33100	200	25	25	4	16	25	25	25	8	32	3	0	0	31637	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	3909
0	0	0	10	4	20	""	""	1090	33100	200	25	25	4	16	25	25	26	9	34	1	0	0	31247	-0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	3910
0	0	0	10	5	20	""	""	1350	33100	200	25	27	13	48	25	25	25	7	28	7	3	0	33821	0.286	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	1272	3908	100	3911
0	0	0	10	6	20	""	""	1610	33100	200	25	25	4	16	25	25	25	4	16	7	1	0	31189	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	3912
0	0	0	10	7	20	""	""	1870	33100	200	26	29	9	31	25	25	25	4	16	27	18	0	36280	1.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	4	1	4	1272	3908	100	3913
0	0	0	10	8	20	""	""	2130	33100	200	27	29	10	34	25	25	25	5	20	29	18	0	37121	0.800	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	4	2	4	1272	3908	100	3914
0	0	0	10	9	20	""	""	2390	33100	200	26	29	11	37	25	25	25	5	20	27	17	0	37368	0.800	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	4	1	4	1272	3908	100	3915
0	0	0	10	10	20	""	""	2650	33100	200	26	29	9	31	25	25	25	4	16	27	18	0	36327	1.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	4	1	4	1272	3908	100	3916
0	0	0	10	11	20	""	""	2910	33100	200	26	29	8	27	25	25	25	4	16	29	18	0	36306	1.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	4	1	4	1272	3908	100	3917
0	0	0	10	12	20	""	""	3170	33100	200	27	28	7	25	26	26	26	4	15	28	15	0	35943	0.500	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	3918
0	0	0	10	13	20	""	""	3430	33100	200	26	26	4	15	26	26	26	4	15	16	3	0	33242	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	3919
0	0	0	10	14	20	""	""	3690	33100	200	27	27	7	25	26	26	26	4	15	20	5	0	34233	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	3920
0	0	0	10	15	20	""	""	3950	33100	200	27	27	5	18	27	27	27	4	14	15	3	0	34199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	3921
0	0	0	10	16	20	""	""	4210	33100	200	27	27	5	18	27	27	27	4	14	16	3	0	34527	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	3922
0	0	0	10	17	20	""	""	4470	33100	200	27	29	41	141	27	27	27	5	18	16	3	0	37323	0.400	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	1272	3908	100	3923
0	0	0	10	18	20	""	""	4730	33100	200	28	28	7	25	27	27	27	4	14	20	4	0	35497	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4520	100	3924
0	0	0	10	1	21	""	""	310	33360	200	27	32	14	43	26	26	28	33	117	9	0	0	40588	0.121	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	6	1	6	1272	4741	100	3925
0	0	0	10	2	21	""	""	570	33360	200	26	31	15	48	25	25	26	8	30	19	15	0	39328	0.625	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	6	1	6	1272	3855	100	3926
0	0	0	10	3	21	""	""	830	33360	200	26	31	15	48	25	25	25	7	28	19	15	0	39220	0.857	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	6	1	6	1272	3908	100	3927
0	0	0	10	4	21	""	""	1090	33360	200	26	30	14	46	25	25	24	4	16	24	17	0	37650	1.500	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	5	1	5	1272	3908	100	3928
0	0	0	10	5	21	""	""	1350	33360	200	26	29	12	41	25	25	25	6	24	18	14	0	37265	0.667	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	4	1	4	1272	3908	100	3929
0	0	0	10	6	21	""	""	1610	33360	200	26	30	16	53	25	25	25	6	24	19	14	0	38225	0.833	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	5	1	5	1272	3908	100	3930
0	0	0	10	7	21	""	""	1870	33360	200	26	26	8	30	25	25	25	5	20	14	3	0	33172	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	3931
0	0	0	10	8	21	""	""	2130	33360	200	26	27	22	81	25	25	25	8	32	7	2	0	34798	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	3932
0	0	0	10	9	21	""	""	2390	33360	200	25	25	5	20	25	25	25	7	28	6	1	0	32043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	3933
0	0	0	10	10	21	""	""	2650	33360	200	25	25	4	16	25	25	25	4	16	12	2	0	31735	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	3934
0	0	0	10	11	21	""	""	2910	33360	200	25	25	4	16	25	25	25	4	16	14	3	0	32117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	3935
0	0	0	10	12	21	""	""	3170	33360	200	26	26	4	15	26	26	26	5	19	11	1	0	33162	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	3936
0	0	0	10	13	21	""	""	3430	33360	200	26	27	5	18	26	26	26	5	19	14	4	0	34167	0.200	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	3937
0	0	0	10	14	21	""	""	3690	33360	200	27	27	4	14	26	26	26	4	15	20	5	0	34055	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	3938
0	0	0	10	15	21	""	""	3950	33360	200	27	27	5	18	27	27	27	5	18	14	0	0	34365	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	3939
0	0	0	10	16	21	""	""	4210	33360	200	27	27	5	18	27	27	27	5	18	13	1	0	34500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	3940
0	0	0	10	17	21	""	""	4470	33360	200	27	27	5	18	27	27	27	4	14	16	4	0	34660	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3833	100	3941
0	0	0	10	18	21	""	""	4730	33360	200	28	28	5	17	28	28	27	5	18	13	1	0	35511	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4356	100	3942
0	0	0	10	1	22	""	""	375	33640	200	36	104	224	215	26	26	32	56	175	18	13	0	131828	1.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10	78	10	78	1272	4809	100	3943
0	0	0	10	2	22	""	""	570	33620	200	36	96	215	223	26	26	26	11	42	45	29	0	122592	6.364	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10	70	10	70	1272	4031	100	3944
0	0	0	10	3	22	""	""	830	33620	200	25	25	5	20	25	25	25	7	28	3	0	0	31233	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3945
0	0	0	10	4	22	""	""	1090	33620	200	25	25	5	20	25	25	25	5	20	7	1	0	31409	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3946
0	0	0	10	5	22	""	""	1350	33620	200	25	27	53	196	25	25	25	7	28	5	2	0	34636	0.286	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	1272	4520	100	3947
0	0	0	10	6	22	""	""	1610	33620	200	25	25	6	24	25	25	25	7	28	4	1	0	31491	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3948
0	0	0	10	7	22	""	""	1870	33620	200	25	25	5	20	25	25	25	6	24	7	1	0	32230	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3949
0	0	0	10	8	22	""	""	2130	33620	200	25	25	5	20	25	25	25	9	36	3	0	0	32223	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3950
0	0	0	10	9	22	""	""	2390	33620	200	25	26	7	26	25	25	25	4	16	16	6	0	32550	0.250	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	4520	100	3951
0	0	0	10	10	22	""	""	2650	33620	200	25	26	4	15	25	25	25	4	16	16	5	0	32450	0.250	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	4520	100	3952
0	0	0	10	11	22	""	""	2910	33620	200	26	26	4	15	25	25	25	4	16	19	5	0	32877	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4520	100	3953
0	0	0	10	12	22	""	""	3170	33620	200	27	27	5	18	26	26	26	5	19	13	2	0	33776	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4520	100	3954
0	0	0	10	13	22	""	""	3430	33620	200	26	26	4	15	26	26	26	4	15	14	3	0	33107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3955
0	0	0	10	14	22	""	""	3690	33620	200	26	26	5	19	26	26	26	4	15	16	3	0	33354	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3956
0	0	0	10	15	22	""	""	3950	33620	200	27	27	4	14	27	27	27	9	33	1	0	0	33890	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3957
0	0	0	10	16	22	""	""	4210	33620	200	27	27	4	14	27	27	27	9	33	1	0	0	33925	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4937	100	3958
0	0	0	10	17	22	""	""	4525	33605	200	36	108	255	236	28	28	28	5	17	58	44	0	137774	16.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8	80	8	80	1272	4252	100	3959
0	0	0	10	18	22	""	""	4730	33620	200	41	112	254	226	28	28	29	5	17	71	56	0	141971	16.600	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	13	84	13	84	1272	4690	100	3960
0	0	0	11	1	1	""	""	8370	28130	200	33	99	245	247	28	28	28	8	28	36	28	0	125965	8.875	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	71	5	71	1272	4844	100	3961
0	0	0	11	2	1	""	""	8630	28130	200	27	27	4	14	28	28	28	8	28	0	0	0	34646	-0.125	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	1272	4121	100	3962
0	0	0	11	3	1	""	""	8890	28130	200	27	27	4	14	27	27	27	4	14	14	2	0	34688	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4160	100	3963
0	0	0	11	4	1	""	""	9150	28130	200	28	27	4	14	28	28	28	4	14	12	0	0	34968	-0.250	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	-1	0	-1	1272	4190	100	3964
0	0	0	11	5	1	""	""	9410	28130	200	28	32	25	78	28	28	28	4	14	17	5	0	40813	1.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	4	0	4	1272	4190	100	3965
0	0	0	11	6	1	""	""	9670	28130	200	28	28	4	14	28	28	29	19	65	0	0	0	36119	-0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4424	100	3966
0	0	0	11	7	1	""	""	9930	28130	200	29	29	4	13	29	29	29	19	65	0	0	0	36348	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3967
0	0	0	11	8	1	""	""	10190	28130	200	29	29	4	13	29	29	29	4	13	10	0	0	36595	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3968
0	0	0	11	9	1	""	""	10450	28130	200	29	29	3	10	29	29	29	3	10	17	2	0	36809	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3969
0	0	0	11	10	1	""	""	10710	28130	200	29	29	3	10	29	29	29	3	10	17	3	0	37075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3970
0	0	0	11	11	1	""	""	10970	28130	200	29	29	3	10	29	29	29	3	10	16	1	0	36965	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3971
0	0	0	11	12	1	""	""	11230	28130	200	29	29	3	10	29	29	29	3	10	16	2	0	36872	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3972
0	0	0	11	13	1	""	""	11490	28130	200	29	29	3	10	29	29	29	4	13	8	0	0	36580	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3973
0	0	0	11	14	1	""	""	11750	28130	200	29	29	4	13	29	29	29	3	10	18	2	0	36784	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3974
0	0	0	11	15	1	""	""	12010	28130	200	29	29	4	13	29	29	29	4	13	10	0	0	36668	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3975
0	0	0	11	16	1	""	""	12270	28130	200	28	28	4	14	28	28	28	4	14	16	1	0	36058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3976
0	0	0	11	17	1	""	""	12530	28130	200	28	28	4	14	28	28	28	4	14	13	1	0	35756	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	3977
0	0	0	11	18	1	""	""	12790	28130	200	34	104	242	232	29	29	29	5	17	49	38	0	132341	15.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	75	5	75	1272	5132	100	3978
0	0	0	11	1	2	""	""	8305	28370	200	27	27	4	14	28	28	28	8	28	1	0	0	34679	-0.125	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	1272	4330	100	3979
